id,Finished.Recruitment,RecordedDate.Recruitment,Group,Finished.D2,RecordedDate.D2,AnxietyD2_OnEdge,AnxietyD2_Uneasy,AnxietyD2_Anxious,VigorD2_Vigorous,VigorD2_Cheerful,VigorD2_Lively,PANASD2_1_Attentive,PANASD2_2_Interested,PANASD2_3_Alert,PANASD2_4_Excited,PANASD2_5_Enthusiastic,PANASD2_6_Inspired,PANASD2_7_Proud,PANASD2_8_Determined,PANASD2_9_Strong,PANASD2_10_Active,PANASD2_11_Distressed,PANASD2_12_Upset,PANASD2_13_Hostile,PANASD2_14_Irritable,PANASD2_15_Scared,PANASD2_16_Afraid,PANASD2_17_Ashamed,PANASD2_18_Guilty,PANASD2_19_Nervous,PANASD2_20_Jittery,PA.Anchor.Before,NA.Anchor.Before,PA.Anchor.After,NA.Anchor.After,Anchor.Position,Exclude_SameAll.D2,Exclude_Missing.D2,Finished.D1,RecordedDate.D1,AnxietyD1_OnEdge,AnxietyD1_Uneasy,AnxietyD1_Anxious,VigorD1_Vigorous,VigorD1_Cheerful,VigorD1_Lively,PANASD1_1_Attentive,PANASD1_2_Interested,PANASD1_3_Alert,PANASD1_4_Excited,PANASD1_5_Enthusiastic,PANASD1_6_Inspired,PANASD1_7_Proud,PANASD1_8_Determined,PANASD1_9_Strong,PANASD1_10_Active,PANASD1_11_Distressed,PANASD1_12_Upset,PANASD1_13_Hostile,PANASD1_14_Irritable,PANASD1_15_Scared,PANASD1_16_Afraid,PANASD1_17_Ashamed,PANASD1_18_Guilty,PANASD1_19_Nervous,PANASD1_20_Jittery,Exclude_SameAll.D1,Exclude_Missing.D1,age,Current.Country.of.Residence,Gender.identity,Nationality,Sex
45050d764e1653653cb185302efab12e,TRUE,19/07/2021 14:56,Earlier Start,1,21/07/2021 17:19,1,1,4,1,2,2,2,1,3,2,1,1,2,2,3,2,1,1,3,3,3,3,1,1,3,3,2,4,NA,NA,Anchor Before,0,0,TRUE,20/07/2021 17:36,1,1,3,2,2,3,3,3,2,2,2,1,3,3,3,3,1,2,1,1,1,1,1,1,3,2,0,0,22,Spain,Female,Spain,Female
45140ea1e4f95f000ac68b2b8269dfa4,TRUE,19/07/2021 15:31,Later Start,1,21/07/2021 17:32,1,1,1,4,5,4,4,4,4,4,4,4,3,4,4,2,2,2,4,1,2,4,2,1,2,2,5,4,NA,NA,Anchor Before,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,25,United Kingdom,Female,United Kingdom,Female
45173f03740a104abaf66058ab009adc,TRUE,19/07/2021 15:24,Earlier Start,1,21/07/2021 13:18,1,1,1,3,4,4,4,4,4,3,4,4,3,4,4,4,1,1,1,1,1,1,1,1,1,1,NA,NA,5,1,Anchor After,0,0,TRUE,20/07/2021 13:29,3,3,3,2,1,2,2,1,1,1,1,1,3,1,3,1,4,4,1,4,3,2,3,2,2,3,0,0,35,South Africa,Male,South Africa,Male
452b4835e33bb0118979e7beb73b392c,TRUE,19/07/2021 14:55,Earlier Start,1,21/07/2021 17:44,2,2,2,3,3,4,3,4,2,2,3,2,3,3,3,2,3,1,1,1,1,1,2,1,1,1,4,2,NA,NA,Anchor Before,0,0,TRUE,20/07/2021 13:03,1,1,2,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,2,1,1,1,3,4,2,0,0,20,Portugal,Male,Portugal,Male
4552651440cbb26713250c6b1161cd8d,TRUE,19/07/2021 15:25,Earlier Start,1,21/07/2021 14:53,1,1,2,4,4,4,3,4,4,4,3,4,3,4,4,4,1,1,1,1,1,1,1,1,1,1,NA,NA,5,1,Anchor After,0,0,TRUE,20/07/2021 15:07,2,2,3,2,2,1,1,2,2,2,1,2,1,2,2,1,2,3,1,4,3,2,1,1,2,1,0,0,37,Portugal,Male,Portugal,Male
456bdb588eacb3c42f6fe80391f7d175,TRUE,19/07/2021 14:37,Later Start,1,21/07/2021 13:21,2,2,3,3,3,3,3,4,2,4,3,4,3,4,3,3,3,1,1,1,2,1,1,1,1,3,NA,NA,4,2,Anchor After,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,23,Australia,Female,Australia,Female
458895646048f9db2e74c9b62067fdb8,TRUE,19/07/2021 14:51,Later Start,1,21/07/2021 13:05,1,1,1,4,3,4,4,3,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,NA,NA,3,3,Anchor After,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,21,Poland,Male,Poland,Male
458cb39c2c1a8a62232700c5ff96bb88,TRUE,19/07/2021 14:58,Later Start,1,21/07/2021 13:14,1,2,3,4,5,5,3,5,1,3,3,2,4,1,4,4,1,1,1,1,1,1,1,1,1,1,NA,NA,3,2,Anchor After,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,22,Poland,Female,Poland,Female
45aaa31435997020001d8f35713b0e19,TRUE,19/07/2021 15:22,Earlier Start,1,21/07/2021 18:06,1,1,2,3,3,3,3,3,3,3,3,2,2,3,2,2,2,1,1,1,1,1,2,1,2,2,4,2,NA,NA,Anchor Before,0,0,TRUE,20/07/2021 15:51,1,2,2,2,3,2,3,2,3,2,2,2,2,3,2,3,2,2,1,3,1,2,3,3,2,2,0,0,29,Norway,Male,Norway,Male
45bcdafffc77c6b86fbf4caee34b84fb,TRUE,19/07/2021 15:39,Earlier Start,1,21/07/2021 17:58,1,1,1,3,3,4,3,1,1,1,2,1,1,4,3,4,1,2,1,2,1,1,1,1,2,1,4,1,NA,NA,Anchor Before,0,0,TRUE,20/07/2021 13:08,1,3,2,2,3,2,2,1,1,1,2,1,1,2,2,1,2,3,1,3,1,1,1,1,2,2,0,0,19,Poland,Male,Poland,Male
45e607ec7986c748e303761f9915cde1,TRUE,19/07/2021 15:31,Earlier Start,1,21/07/2021 13:05,1,1,1,3,4,5,4,5,4,3,5,4,3,3,4,5,2,1,1,1,1,1,1,1,1,2,NA,NA,5,1,Anchor After,0,0,TRUE,20/07/2021 13:05,2,1,3,1,2,4,4,3,4,4,5,4,4,5,4,3,1,1,1,1,1,2,1,1,2,2,0,0,31,South Africa,Male,South Africa,Male
4601f2560c4499093bdc112142a60af0,TRUE,19/07/2021 14:28,Earlier Start,1,21/07/2021 13:23,2,2,2,3,3,4,2,3,1,2,4,3,4,3,3,3,3,3,3,2,2,1,1,1,1,3,3,3,NA,NA,Anchor Before,0,0,TRUE,20/07/2021 13:02,1,2,2,3,3,4,3,4,1,2,3,1,4,3,4,4,3,3,2,2,1,2,1,1,2,3,0,0,24,Poland,Male,Poland,Male
46221fb2b56229b39718cf871b993ca0,TRUE,19/07/2021 15:20,Earlier Start,1,21/07/2021 14:28,2,2,3,2,2,2,2,3,3,2,2,2,3,2,2,2,2,2,3,3,1,1,2,2,3,3,3,4,NA,NA,Anchor Before,0,0,TRUE,20/07/2021 14:09,2,3,4,2,4,3,3,4,4,3,3,2,2,4,2,2,2,2,2,3,2,2,2,1,4,3,0,0,28,Italy,Genderqueer/Gender Non Conforming,Italy,Female
463f3c044db8f434bcfcb931251a6621,TRUE,19/07/2021 15:36,Earlier Start,1,21/07/2021 13:15,2,3,2,2,3,2,2,2,2,1,2,2,1,2,1,2,2,1,2,3,1,1,3,3,1,1,2,4,NA,NA,Anchor Before,0,0,TRUE,20/07/2021 13:39,2,3,2,3,4,3,3,2,3,3,3,3,2,3,2,1,1,1,1,1,2,2,2,2,2,2,0,0,35,United Kingdom,Female,United Kingdom,Female
464350677bd7399da9c10beb33e2df7c,TRUE,19/07/2021 15:16,Earlier Start,1,21/07/2021 15:41,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,NA,NA,5,1,Anchor After,0,0,TRUE,20/07/2021 13:04,3,3,3,2,2,2,5,2,3,2,1,2,1,1,1,1,4,3,4,5,4,4,4,4,2,2,0,0,33,South Africa,Female,South Africa,Female
464d94909a4e0d2ee5c601e8c1c2190e,TRUE,19/07/2021 15:36,Later Start,1,21/07/2021 14:27,3,2,3,2,3,2,3,3,4,2,3,4,4,4,2,2,2,2,2,2,1,4,3,2,3,2,NA,NA,4,2,Anchor After,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,25,Greece,Female,Greece,Female
4679641f9bf6d9096e983e52beff9ce1,TRUE,19/07/2021 14:57,Earlier Start,1,21/07/2021 13:55,2,2,1,3,4,4,4,3,4,3,4,5,4,4,4,3,1,1,3,1,1,1,1,1,1,2,3,3,NA,NA,Anchor Before,0,0,TRUE,20/07/2021 16:15,1,2,2,3,4,4,1,1,3,4,4,5,4,4,4,3,1,1,3,2,1,1,2,1,1,1,0,0,27,South Africa,Male,South Africa,Male
46a0f11829d050ef889cf903c1118c9e,TRUE,19/07/2021 15:09,Earlier Start,1,21/07/2021 14:15,3,2,3,4,3,4,4,4,4,3,4,3,3,4,4,4,1,1,1,2,1,1,1,1,3,2,NA,NA,3,3,Anchor After,0,0,TRUE,20/07/2021 13:02,2,2,2,4,4,4,4,4,4,4,4,4,3,3,4,4,1,1,1,1,1,1,1,1,3,2,0,0,41,United Kingdom,Female,Netherlands,Female
46e2766e8a6fcb53ced6026dceb66337,TRUE,19/07/2021 15:08,Later Start,1,21/07/2021 16:54,1,2,1,2,3,2,4,3,2,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,NA,NA,2,3,Anchor After,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,27,Slovenia,Female,Slovenia,Female
46e68a3acfe4a28a193f6bcd636e495c,TRUE,19/07/2021 15:19,Earlier Start,1,21/07/2021 14:25,2,1,3,4,3,4,3,4,1,2,2,2,1,4,4,4,4,3,3,3,1,1,1,1,4,3,2,3,NA,NA,Anchor Before,0,0,TRUE,20/07/2021 14:34,1,1,1,4,3,4,4,4,2,3,4,4,4,4,4,4,2,2,1,1,1,2,1,2,1,2,0,0,40,Italy,Male,Italy,Male
46f8c822ed7055740db3f0a775fecb54,TRUE,19/07/2021 14:36,Later Start,1,21/07/2021 19:53,3,3,1,3,3,2,5,5,4,1,4,1,1,4,5,3,5,1,4,2,5,5,4,5,5,4,4,2,NA,NA,Anchor Before,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,20,South Africa,Female,South Africa,Female
476132242b8b2f0fdccc6cefc0f4204c,TRUE,19/07/2021 15:11,Later Start,1,21/07/2021 15:14,1,1,1,2,3,3,4,4,1,4,3,1,2,1,2,3,1,1,1,2,1,2,1,1,2,1,NA,NA,4,2,Anchor After,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,23,Portugal,Male,Portugal,Male
4783291c9792d7250c1adbbab2904713,TRUE,19/07/2021 15:23,Later Start,1,21/07/2021 16:41,2,2,4,2,4,2,2,3,3,3,1,2,1,1,1,1,1,2,1,3,1,1,1,1,2,2,3,2,NA,NA,Anchor Before,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,25,United Kingdom,Female,United Kingdom,Female
47955d25f7e8d18437d6431bd9bb43dc,TRUE,19/07/2021 15:37,Later Start,1,21/07/2021 13:04,4,3,1,4,4,4,5,5,4,5,5,4,5,4,4,5,3,1,1,1,4,1,1,2,3,2,3,2,NA,NA,Anchor Before,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,25,Portugal,Female,Portugal,Female
479b9f92a65cd91f4209c874ce8650ba,TRUE,19/07/2021 15:36,Earlier Start,1,21/07/2021 16:28,1,1,1,4,4,5,4,5,3,5,5,5,4,5,5,5,1,1,1,1,1,1,1,1,1,1,NA,NA,4,2,Anchor After,0,0,TRUE,20/07/2021 17:16,1,2,1,4,4,5,4,5,4,4,4,4,5,5,5,5,1,2,2,2,1,1,1,1,1,2,0,0,36,Portugal,Female,Portugal,Female
47f88c358e203888af549ed65aba1ab1,TRUE,19/07/2021 15:35,Later Start,1,21/07/2021 20:17,2,2,3,2,3,2,3,3,3,2,3,3,2,3,1,2,3,2,2,2,2,2,2,2,3,2,NA,NA,3,3,Anchor After,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,30,Netherlands,Female,Netherlands,Female
480d96a7fc2149147e8035054e4fb9a5,TRUE,19/07/2021 14:50,Earlier Start,1,21/07/2021 13:40,3,5,3,1,1,1,2,1,3,1,2,1,2,3,3,2,3,2,2,1,1,1,1,1,3,2,3,3,NA,NA,Anchor Before,0,0,TRUE,20/07/2021 13:05,1,5,3,2,1,2,2,2,3,2,1,2,3,4,5,5,4,4,2,4,1,1,1,1,4,1,0,0,20,Greece,Female,Greece,Female
4834a79059c836180d7a8ef8c0c1cf9d,TRUE,19/07/2021 14:55,Earlier Start,1,21/07/2021 13:03,1,1,1,3,4,2,3,3,1,4,2,3,3,4,3,2,1,1,1,1,1,1,1,1,1,3,4,2,NA,NA,Anchor Before,0,0,TRUE,20/07/2021 13:20,2,4,2,3,4,4,4,4,4,2,3,3,3,2,3,3,2,1,4,1,1,1,1,1,1,3,0,0,21,Hungary,Male,Hungary,Male
487f68139eda2d46b3420545e3e2eb1f,TRUE,19/07/2021 14:31,Later Start,1,21/07/2021 13:05,1,3,1,1,2,2,3,2,3,2,2,2,1,3,2,2,2,1,1,2,1,1,1,1,1,1,3,3,NA,NA,Anchor Before,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,28,South Africa,Female,South Africa,Female
48cb17770d220a26a4c57db1716dba0d,TRUE,19/07/2021 15:14,Earlier Start,1,21/07/2021 13:03,2,3,3,2,3,3,2,2,1,2,2,2,3,2,3,1,2,4,3,2,1,2,1,2,3,2,NA,NA,1,4,Anchor After,0,0,TRUE,20/07/2021 13:06,1,2,2,3,4,4,4,4,1,4,4,5,4,4,4,3,1,1,2,1,1,1,2,2,2,1,0,0,21,Poland,Male,Poland,Male
48db3a6c7d15054d21aa59822643aeee,TRUE,19/07/2021 15:22,Earlier Start,1,21/07/2021 14:39,4,4,5,3,1,1,3,2,3,2,1,2,1,4,3,2,1,5,3,5,1,3,5,5,5,5,NA,NA,1,1,Anchor After,0,0,TRUE,20/07/2021 15:45,2,2,1,5,4,4,5,4,1,4,3,4,3,4,4,5,1,2,1,1,1,2,1,1,2,2,0,0,25,Greece,Male,Greece,Male
4945b79c066fc1ef54287d2db2045fb7,TRUE,19/07/2021 15:23,Later Start,1,21/07/2021 18:22,1,1,1,1,2,3,2,1,1,1,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,4,4,NA,NA,Anchor Before,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,41,Greece,Male,Greece,Male
495233e86a93ca322f612e01e38f7d6f,TRUE,19/07/2021 14:38,Earlier Start,1,21/07/2021 16:30,2,1,1,2,3,4,2,4,1,4,4,3,3,4,5,5,4,1,2,2,1,1,1,1,1,1,4,1,NA,NA,Anchor Before,0,0,TRUE,20/07/2021 13:20,3,3,4,3,4,2,3,4,2,2,3,3,2,3,3,4,2,1,4,3,1,1,3,1,2,4,0,0,20,Poland,Male,Poland,Male
495372b21bfae08f4a7a697b776367c1,TRUE,19/07/2021 14:22,Earlier Start,1,21/07/2021 13:07,1,1,1,3,2,2,4,3,3,3,3,4,3,4,3,4,1,1,1,1,1,1,1,1,1,1,NA,NA,4,2,Anchor After,0,0,TRUE,20/07/2021 13:48,3,4,4,3,2,2,3,2,3,2,2,3,3,4,3,2,2,1,3,1,2,2,1,1,2,1,0,0,25,South Africa,Female,South Africa,Female
498efd64f86fc95e597f718a5914280f,TRUE,19/07/2021 15:16,Later Start,1,21/07/2021 14:37,2,2,3,4,4,4,4,4,3,3,3,4,4,4,4,4,1,3,1,2,1,2,3,2,2,2,NA,NA,4,3,Anchor After,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,25,Italy,Male,Italy,Male
499beb64db44b513debb45d8e7f1e434,TRUE,19/07/2021 14:55,Earlier Start,1,21/07/2021 13:09,2,1,1,2,3,3,3,3,2,3,3,3,2,4,2,2,1,1,1,2,1,2,1,4,2,1,NA,NA,4,3,Anchor After,0,0,TRUE,20/07/2021 13:03,2,3,4,2,2,3,3,4,4,2,3,3,2,2,2,2,3,1,1,2,2,3,3,2,4,4,0,0,21,Portugal,Male,Portugal,Male
49a0dec3daeb2efe9b3b2f161d31b5a8,TRUE,19/07/2021 15:16,Later Start,1,21/07/2021 14:46,1,1,1,4,3,3,3,4,3,3,4,3,4,4,4,3,3,2,2,4,1,1,1,1,2,2,4,2,NA,NA,Anchor Before,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,22,Portugal,Male,Portugal,Male
49add8a43f83860fa2f3abdc32fa89e3,TRUE,19/07/2021 15:28,Later Start,1,21/07/2021 16:30,1,1,4,3,3,3,4,4,4,2,2,2,3,4,3,4,4,3,1,4,1,1,1,1,4,4,NA,NA,3,3,Anchor After,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,51,Portugal,Female,Portugal,Female
49bf71810891457c5df33618adc70d18,TRUE,19/07/2021 15:12,Later Start,1,21/07/2021 17:57,4,2,4,2,3,2,3,2,3,3,2,2,1,2,1,1,2,2,1,1,3,3,2,2,4,4,3,3,NA,NA,Anchor Before,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,18,Greece,Female,Greece,Female
49cd5c901858be185805e4e1268d6d5d,TRUE,19/07/2021 15:24,Earlier Start,1,21/07/2021 15:24,1,1,2,2,2,3,1,1,1,1,2,1,1,2,1,2,2,1,1,2,1,1,1,2,2,1,3,3,NA,NA,Anchor Before,0,0,TRUE,20/07/2021 13:02,1,2,2,4,5,4,2,4,1,1,3,1,3,2,2,1,1,1,1,1,1,1,1,2,2,3,0,0,20,Spain,Male,Spain,Male
49ffbb5fa2e7e237a9569a7ac5ac42f6,TRUE,19/07/2021 14:31,Later Start,1,21/07/2021 13:08,2,3,2,3,3,4,3,3,3,3,3,3,3,3,3,4,3,3,3,3,2,3,3,3,2,3,NA,NA,3,2,Anchor After,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,24,South Africa,Male,South Africa,Male
4a2106e8026ed99dd5af88a2ed4bb1d7,TRUE,19/07/2021 14:34,Earlier Start,1,21/07/2021 13:31,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,3,1,1,5,2,NA,NA,Anchor Before,0,0,TRUE,20/07/2021 13:12,1,1,1,4,3,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,0,0,30,South Africa,Male,Zambia,Male
4a36346562e29d39f572ed1051f82dbe,TRUE,19/07/2021 14:29,Later Start,1,21/07/2021 15:48,1,4,4,2,2,2,4,2,5,4,4,4,4,3,3,3,3,4,3,2,2,2,3,1,1,5,NA,NA,2,4,Anchor After,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,23,South Africa,Female,South Africa,Female
4a5efb947273fcf686c19ad1a5b6b864,TRUE,19/07/2021 15:07,Earlier Start,1,21/07/2021 13:53,1,1,1,2,1,2,4,2,2,1,1,2,1,2,3,3,1,1,1,1,1,1,1,1,1,1,NA,NA,3,3,Anchor After,0,0,TRUE,20/07/2021 13:16,1,1,1,3,2,2,4,3,2,1,1,2,1,2,3,3,1,1,1,1,1,1,1,1,1,1,0,0,64,Greece,Male,Greece,Male
4a8d85b0efc73288d77860f368f428ef,TRUE,19/07/2021 15:18,Later Start,1,21/07/2021 13:06,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,4,1,1,1,1,1,1,1,NA,NA,5,1,Anchor After,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,28,South Africa,Female,South Africa,Female
4acebb5824b70d4bda61f39a8f1d6fdc,TRUE,19/07/2021 15:10,Earlier Start,1,21/07/2021 13:02,3,4,5,2,2,2,2,3,4,2,2,2,2,2,2,2,2,4,5,5,3,3,3,3,5,3,2,4,NA,NA,Anchor Before,0,0,TRUE,20/07/2021 13:02,3,3,4,2,2,2,3,3,3,2,2,3,2,2,2,2,3,3,2,4,3,3,3,3,4,4,0,0,25,Italy,Female,Italy,Female
4b6079698339e0b4370e14b7050e2dc0,TRUE,19/07/2021 15:30,Later Start,1,21/07/2021 16:19,2,4,4,1,1,1,1,2,2,1,1,2,1,2,1,2,4,2,1,4,1,1,1,1,1,2,1,4,NA,NA,Anchor Before,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,23,South Africa,Female,South Africa,Female
4b63ecaa9057e6dbce30db255e79c1b7,TRUE,19/07/2021 14:27,Earlier Start,1,21/07/2021 13:02,4,5,4,1,2,1,3,1,3,1,1,1,3,3,2,1,3,4,2,3,4,5,4,4,4,5,NA,NA,1,5,Anchor After,0,0,TRUE,20/07/2021 13:13,2,2,2,1,3,1,2,1,1,2,2,2,1,2,2,1,1,1,1,1,2,3,3,3,2,4,0,0,33,South Africa,Female,South Africa,Female
4b67e2e6d1a361bf817853b0d68f5673,TRUE,19/07/2021 15:20,Later Start,1,21/07/2021 13:03,1,1,4,2,5,5,5,5,5,5,5,5,4,5,4,5,2,3,1,2,1,3,2,2,3,2,4,1,NA,NA,Anchor Before,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,33,South Africa,Male,South Africa,Male
4b7b53113764b2e7de98ae035da30583,TRUE,19/07/2021 15:11,Earlier Start,1,21/07/2021 14:52,1,2,2,2,2,2,3,2,2,1,2,2,1,2,2,2,2,1,2,2,1,2,1,1,2,2,NA,NA,4,2,Anchor After,0,0,TRUE,20/07/2021 13:27,1,3,3,2,2,2,2,2,2,1,1,1,1,2,1,2,3,2,2,2,2,2,2,1,3,2,0,0,23,Poland,Male,Poland,Male
4b89927323761051608e997c8c9f445d,TRUE,19/07/2021 15:15,Earlier Start,1,21/07/2021 14:06,3,3,4,3,3,2,3,5,4,4,3,4,3,3,4,4,3,4,2,2,3,3,1,1,4,3,2,4,NA,NA,Anchor Before,0,0,TRUE,20/07/2021 13:57,3,2,3,3,3,4,3,5,3,4,4,4,4,4,4,4,3,2,1,4,2,3,1,2,2,3,0,0,40,Hungary,Male,Hungary,Male
4b9b26f66e1ffae9564eb24131539242,TRUE,19/07/2021 15:10,Earlier Start,1,21/07/2021 18:41,4,4,3,3,3,4,4,4,1,4,2,1,3,3,4,3,2,1,4,1,4,1,1,4,4,4,NA,NA,3,3,Anchor After,0,0,TRUE,20/07/2021 13:43,1,1,1,2,3,3,1,4,2,4,5,3,3,5,2,2,3,2,3,3,2,3,5,2,5,5,0,0,22,Italy,Female,Italy,Female
4bda966268c21dcb153d67dc4286898f,TRUE,19/07/2021 15:25,Earlier Start,1,21/07/2021 13:03,3,2,4,1,2,1,2,2,1,5,2,1,3,1,2,3,1,5,1,3,3,1,1,1,3,1,3,3,NA,NA,Anchor Before,0,0,TRUE,20/07/2021 13:02,3,1,3,2,2,3,2,5,1,3,2,5,4,3,4,3,4,3,1,5,1,3,1,1,1,1,0,0,18,Italy,Male,Italy,Male
4bfa9133cbb2cc03eb40651ceec3d47d,TRUE,19/07/2021 15:33,Later Start,1,21/07/2021 16:56,3,1,1,2,4,4,4,4,4,4,4,4,4,5,3,4,1,1,1,1,1,1,1,1,2,1,4,1,NA,NA,Anchor Before,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,29,United States,Male,United States,Male
4c10923fa903f45e3b3acda9fb051a51,TRUE,19/07/2021 15:21,Later Start,1,21/07/2021 13:02,1,1,1,5,5,5,2,5,1,5,5,4,3,4,4,4,1,1,1,1,1,1,1,1,1,2,5,1,NA,NA,Anchor Before,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,42,Latvia,Female,Latvia,Female
4c2d4d10e4bc841784e6af8a41a14955,TRUE,19/07/2021 14:43,Later Start,1,21/07/2021 16:56,3,4,2,3,3,3,4,4,3,3,3,3,2,3,4,3,4,2,2,4,3,3,3,3,4,4,NA,NA,3,3,Anchor After,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,21,United Kingdom,Male,Malaysia,Male
4c4b5b0ff372a7a1cbd7f67e16d3f430,TRUE,19/07/2021 15:23,Later Start,1,21/07/2021 14:22,1,1,2,2,3,4,5,5,5,5,5,4,4,5,2,3,1,1,1,1,1,2,1,1,1,1,NA,NA,5,1,Anchor After,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,21,South Africa,Female,Lesotho,Female
4c9bf30b8917b247ed7d42d202b92c84,TRUE,19/07/2021 14:25,Earlier Start,1,21/07/2021 13:08,1,1,1,5,5,4,4,5,1,4,5,5,3,5,4,4,2,1,2,2,1,1,1,1,1,1,4,2,NA,NA,Anchor Before,0,0,TRUE,20/07/2021 13:56,2,1,2,2,4,3,4,5,3,3,3,5,3,5,4,5,4,1,1,4,1,1,1,2,1,1,0,0,20,Poland,Male,Poland,Male
